Make,Model,Year,Pros
Land Rover,Range Rover,2008,"If you have the income to afford the finer things in life, then perhaps your mode of transportation should reflect your hard-earned social standing. Range Rover was the original luxury 
SUV, pioneering the segment long before SUVs were ubiquitous. Its technical sophistication and blend of on-road comfort and manners with off-road prowess and capabilities have simply grown through the years."
Land Rover,Range Rover,2007,"If you have both the income and sensibility to afford the finer things in life, then your mode of transportation should reflect your hard-earned social standing. Range Rover was the original luxury 
SUV, pioneering the segment long before SUVs were ubiquitous. Its technical sophistication and on-road/off-road prowess have simply grown through the years."
Land Rover,Range Rover,2006,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,2005,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,2004,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,2003,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,2002,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,2001,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,2000,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,1999,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,1998,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,1997,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,1996,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,1995,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,1994,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,1993,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover,1992,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover Evoque,2020,"If you’re looking for a small-luxury SUV with big presence, the 2020 Land Rover Range Rover Evoque is certainly one to watch. Stunning styling is teamed with an even more stunning interior, yet, should the need arise, the Evoque’s ability to get down and dirty makes it a true off-road-capable SUV."
Land Rover,Range Rover Evoque,2019,"You get all that Range Rover cachet in an Evoque, but for less cash. Despite its diminutive size, the 2019 Evoque has a distinctive coolness it shares with its bigger stablemates. And anyone seeking an SUV convertible can realize their dream with the Evoque variant."
Land Rover,Range Rover Evoque,2018,"If you’re looking for an SUV convertible, the 2018 Range Rover Evoque is the only one in the world. Try it, you’ll like it. The more conventional 5-door Range Rover Evoque also pegs the cool meter with an unmistakable Land Rover design. It’s perfect for those who desire the products of the world's premier-luxury-SUV maker but are still on a budget."
Land Rover,Range Rover Evoque,2017,"The Evoque is a stylish alternative for those who crave the upper-crust badge of the world's premier luxury-SUV maker but are still on a budget. While the Discovery is the lowest priced Range Rover vehicle, the Evoque is more stylish, and that doesn't even include the new convertible."
Land Rover,Range Rover Evoque,2016,"There’s no doubt the Land Rover brand cuts a wide swath through upper-crust ‘hoods, and the Range Rover Evoque is about as stylish as that image gets. This is one of those SUVs that nobody really needs, but a certain number – maybe you – just cannot do without."
Land Rover,Range Rover Evoque,2015,The Range Rover Evoque luxury SUV appeals to those seeking a sense of timeless British style in a vehicle designed to be compatible with the realities of 21st-century driving. A capable off-road adventurer offering 30 mpg on the highway is a first for Land Rover.
Land Rover,Range Rover Evoque,2014,"You'll like the 2014 Range Rover Evoque if you want a seriously stylish compact-luxury SUV that drives well in the city but isn't afraid of the wilderness. The new Evoque also returns 30 mpg on the highway, a number inconceivable in any other Range Rover."
Land Rover,Range Rover Evoque,2013,"You'll like the 2013 Range Rover Evoque if you want a seriously stylish compact-luxury SUV that drives well in the city but isn't afraid of the wilderness. The new Evoque also returns 28 mpg on the highway, a number inconceivable in any other Range Rover."
Land Rover,Range Rover Evoque,2012,"You'll like the 2012 Range Rover Evoque if you want a seriously stylish luxury SUV that drives well in the city, but isn't afraid of the wilderness. The new Evoque also returns up to 28 mpg on the highway, a number inconceivable in anything else wearing a Range Rover badge.
"
Land Rover,Range Rover Sport,2019,"If your automotive needs require a luxury SUV worthy of the status you’ve achieved in life, but your youthful side still seeks to get away from all things civilized, the 2019 Land Rover Range Rover Sport can fill both roles."
Land Rover,Range Rover Sport,2018,"If you’re looking for a luxury SUV that’s as versatile as it is exclusive, look no further than the 2018 Land Rover Range Rover Sport. Equipped with a diesel engine, the Sport is both functional and frugal. Opt for the supercharged V8, and you’ve got an SUV as exciting on-road as off."
Land Rover,Range Rover Sport,2017,"Exclusivity and capability are Land Rover hallmarks, and with its available diesel engine and 7-passenger seating, it even nods toward practicality. On the other hand, equip it with the supercharged V8, and the Range Rover Sport gives the Porsche Cayenne a run for its money."
Land Rover,Range Rover Sport,2016,"If exclusivity and capability are the hallmarks of what you want in your next luxury SUV, the 2016 Land Rover Range Rover Sport won’t disappoint. When equipped with the supercharged V8, the Sport can give even the Porsche Cayenne a run for its money."
Land Rover,Range Rover Sport,2015,"If you're looking for the performance of a 
Porsche Cayenne with the room and versatility of a full-size luxury SUV, Land Rover's Range Rover Sport SVR for 2015 can give you all this and more. Even the V6 models impress with their performance and features."
Land Rover,Range Rover Sport,2014,"The 2014 Range Rover Sport almost looks too good to be true, but rest assured it’s a perfectly practical 
SUV and as pleasing to drive as it is to behold."
Land Rover,Range Rover Sport,2013,"If you demand a luxury SUV worthy of your hard-earned status, but you also want one that isn't simply all show, Land Rover's 2013 Range Rover Sport should do the trick. Excellent on- and off-road credentials backed by a respected brand heritage will impress even the staunchest anti-SUV critic."
Land Rover,Range Rover Sport,2012,"If you crave a luxury SUV that can crawl down dirt roads by day and take you to the opera at night, it's hard to beat the Range Rover Sport. Attractive looks inside and out, brand heritage and a host of the latest technology rounds out the package."
Land Rover,Range Rover Sport,2011,"If you're looking for that one vehicle that can both row your boat and tow it, the Range Rover Sport constitutes one very attractive option. An aggressive on-road dynamic (in any season) and a credible off-road capability are packaged in elegant sheetmetal, while you and your passengers are wrapped and coddled by a world class interior. What's not to like?"
Land Rover,Range Rover Sport,2010,"The 
2010 Land Rover Range Rover Sport offers the interior panache worthy of the Range Rover name, yet packages it in a vehicle that exudes a much more aggressive nature. If the price tag doesn't discourage you from taking your prized possession off-road, in the dirt the Range Rover Sport can make the novice feel like a pro."
Land Rover,Range Rover Sport,2009,"The 
2009 Land Rover Range Rover Sport offers the interior panache worthy of the Range Rover name, yet packages it in a vehicle that exudes a much more aggressive nature. If the price tag doesn't discourage you from taking your prized possession off-road, in the dirt the Range Rover Sport can make the novice feel like a pro, and make living with the experienced off-roader simply unbearable."
Land Rover,Range Rover Sport,2008,"The 
2008 Land Rover Range Rover Sport offers the interior panache worthy of the Range Rover name, yet packages it in a vehicle that exudes a much more aggressive nature. If the price tag doesn't discourage you from taking your prized possession off-road, in the dirt the Range Rover Sport can make the novice feel like a pro, and make living with the experienced off-roader simply unbearable."
Land Rover,Range Rover Sport,2007,"The Range Rover Sport offers the interior panache worthy of the Range Rover name, yet packages it in a vehicle that exudes a much more aggressive nature. If the price tag doesn't discourage you from taking your prized possession off-road, in the dirt the Range Rover Sport can make the novice feel like a pro, and make living with the experienced off-roader simply unbearable."
Land Rover,Range Rover Sport,2006,"See how style, options and other factors can impact pricing in your area."
Land Rover,Range Rover Velar,2020,Get Kelley Blue Book® Pricing
Land Rover,Range Rover Velar,2019,"The 5-passenger 2019 Range Rover Velar offers all the luxury and off-road ability of a traditional Land Rover, but in a more sophisticated package as comfortable at the valet’s circle as it is in the rugged outback."
Land Rover,Range Rover Velar,2018,"If you’re bowled over by the styling, have a soft spot for Rangies and off-road capability, and want a luxury 2-row SUV with some sporty tendencies, the all-new Velar is tempting."
Land Rover,Range Rover Evoque,2020,"If you’re looking for a small-luxury SUV with big presence, the 2020 Land Rover Range Rover Evoque is certainly one to watch. Stunning styling is teamed with an even more stunning interior, yet, should the need arise, the Evoque’s ability to get down and dirty makes it a true off-road-capable SUV."
Land Rover,Range Rover Evoque,2019,"You get all that Range Rover cachet in an Evoque, but for less cash. Despite its diminutive size, the 2019 Evoque has a distinctive coolness it shares with its bigger stablemates. And anyone seeking an SUV convertible can realize their dream with the Evoque variant."
Land Rover,Range Rover Evoque,2018,"If you’re looking for an SUV convertible, the 2018 Range Rover Evoque is the only one in the world. Try it, you’ll like it. The more conventional 5-door Range Rover Evoque also pegs the cool meter with an unmistakable Land Rover design. It’s perfect for those who desire the products of the world's premier-luxury-SUV maker but are still on a budget."
Land Rover,Range Rover Evoque,2017,"The Evoque is a stylish alternative for those who crave the upper-crust badge of the world's premier luxury-SUV maker but are still on a budget. While the Discovery is the lowest priced Range Rover vehicle, the Evoque is more stylish, and that doesn't even include the new convertible."
Land Rover,Range Rover Evoque,2016,"There’s no doubt the Land Rover brand cuts a wide swath through upper-crust ‘hoods, and the Range Rover Evoque is about as stylish as that image gets. This is one of those SUVs that nobody really needs, but a certain number – maybe you – just cannot do without."
Land Rover,Range Rover Evoque,2015,The Range Rover Evoque luxury SUV appeals to those seeking a sense of timeless British style in a vehicle designed to be compatible with the realities of 21st-century driving. A capable off-road adventurer offering 30 mpg on the highway is a first for Land Rover.
Land Rover,Range Rover Evoque,2014,"You'll like the 2014 Range Rover Evoque if you want a seriously stylish compact-luxury SUV that drives well in the city but isn't afraid of the wilderness. The new Evoque also returns 30 mpg on the highway, a number inconceivable in any other Range Rover."
Land Rover,Range Rover Evoque,2013,"You'll like the 2013 Range Rover Evoque if you want a seriously stylish compact-luxury SUV that drives well in the city but isn't afraid of the wilderness. The new Evoque also returns 28 mpg on the highway, a number inconceivable in any other Range Rover."
Land Rover,Range Rover Evoque,2012,"You'll like the 2012 Range Rover Evoque if you want a seriously stylish luxury SUV that drives well in the city, but isn't afraid of the wilderness. The new Evoque also returns up to 28 mpg on the highway, a number inconceivable in anything else wearing a Range Rover badge.
"
Lexus,ES,2020,Get Kelley Blue Book® Pricing
Lexus,ES,2019,"Lexus adds attention-grabbing looks outside and sharper driving dynamics to a sedan that’s even more spacious, quieter and more comfortable than the previous ES, and carries on Lexus’ solid reputation for quality. Lexus ES engines offer better fuel economy and more horsepower. And the hybrid has plenty of power while generating an impressive 44 combined mpg."
Lexus,ES,2018,"The 2018 Lexus ES 350 luxury sedan and ES 300h hybrid-luxury sedan appeal to buyers looking for a premium sedan with a heavy emphasis on reliability, safety and passenger pampering, although hybrid buyers will sacrifice some trunk space to the system’s battery pack."
Lexus,ES,2017,"The new 2017 Lexus ES 350 and ES 300h luxury sedans appeal to buyers who demand a luxury car offer strong performance as well as traditional values of comfort and dependability. ES 300h buyers, however, do sacrifice a small amount of trunk space to the hybrid’s battery pack."
Lexus,ES,2016,"Lexus’ ES 350 and ES 300h luxury sedans for 2016 appeal to buyers who demand their luxury cars not only pamper and please, but also hold excellent value over time. The only sacrifice asked of the ES owner may be the small amount of trunk space surrendered to the hybrid’s battery pack."
Lexus,ES,2015,"The 2015 Lexus ES sedan holds an appeal to buyers who are looking for a long list of luxury features, coupled with bulletproof reliability. The Lexus ES 300h hybrid model sacrifices only a little bit of trunk space in return for its 40-mpg fuel economy."
Lexus,ES,2014,"If you’re looking for luxury that is as reliable as it is impressive, the 2014 Lexus ES should hold a special place on your shopping list. The ES 300h hybrid model sacrifices nothing in return for its 40-mpg fuel economy."
Lexus,ES,2013,"If you want a mid-size 
sedan that’s quiet, comfortable and filled with amenities, the 
Lexus ES is among the top in its class. The 2013 ES further benefits from the strong reliability record of its parent, Toyota, and the availability of a high-mileage hybrid model."
Lexus,ES,2012,"If you're shopping for a comfortable, spacious, dependable luxury sedan that won't break the bank, the 2012 ES 350 is a solid choice. It's a vehicle that speaks of its owner's tastefulness yet still manages to be relatively modest. Its engine, for example, runs on regular 87-octane gasoline while delivering a fuel economy rating of up to 28 mpg."
Lexus,ES,2011,"The ES 350 does well to prove that you don't necessarily have to sell the house and kids to have a sophisticated driving experience. The 
sedan comes complete with innovative design features, impressive build quality and well-proven Lexus dependability without breaking the bank."
Lexus,ES,2010,"The ES 350 does an admirable job of defining the term ""affordable luxury"" as it applies to a premium 
mid-size sedan. Offering a sophisticated driving environment, innovative design features, impressive build quality and well-proven Lexus dependability, its appeal remains strong to buyers seeking their own slice of the automotive good life."
Lexus,ES,2009,"The ES 350 does an admirable job of defining the term ""affordable luxury"" as it applies to a premium 
mid-size sedan. Offering a sophisticated driving environment, innovative design features, impressive build quality and well-proven Lexus dependability, its appeal remains strong to buyers seeking their own slice of the automotive good life."
Lexus,ES,2008,"The ES 350 does an admirable job of defining the term ""affordable luxury"" as it applies to a premium 
midsize sedan. Offering a sophisticated driving environment, innovative design features, impressive build quality and well-proven Lexus dependability, its appeal remains strong to buyers seeking their own slice of the automotive good life."
Lexus,ES,2007,The ES 350 offers a lot of luxury at what has to be considered a very reasonable price. You also get the proven dependability of a Lexus product with even more features and conveniences than on the previous model.
Lexus,ES,2006,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,2005,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,2004,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,2003,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,2002,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,2001,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,2000,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,1999,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,1998,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,1997,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,1996,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,1995,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,1994,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,1993,"See how style, options and other factors can impact pricing in your area."
Lexus,ES,1992,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,2020,Get Kelley Blue Book® Pricing
Lexus,GS,2019,"Slotting between the midsize ES and top-line LS sedans, the GS offers a performance alternative to cars like the Audi A6 and Infiniti Q70. Distinctive styling and a broad range of engine options help sweeten the deal, as do Lexus quality and stellar resale."
Lexus,GS,2018,"Larger than the IS but lacking the bulk and hefty price tag of the LS, the 2018 Lexus GS sedan is the perfect middle child. Powerful, roomy and stylish, the GS also comes with the peace of mind only a Lexus can offer."
Lexus,GS,2017,"If you’re seeking the peace of mind that comes from owning a Lexus, along with strong performance and exceptional levels of luxury and features, the 2017 Lexus GS luxury-sports sedans can accommodate just about any price point or aspiration. You can even opt for all-wheel drive (GS 350 only)."
Lexus,GS,2016,"If you’re seeking the peace of mind that comes from owning a Lexus, but you value performance over a soft, comfy ride, the 2016 Lexus GS luxury performance sedans can accommodate just about any price point or performance aspiration. You can even opt for all-wheel drive (GS 350 only)."
Lexus,GS,2015,"Are you split between the desire for a well-heeled sports sedan and a comfortable luxury cruiser? Lexus’ GS 350 and 450h sedans for 2015 are sufficiently adept in both schools, with performance and luxury packages that allow buyers to further move the needle in either direction."
Lexus,GS,2014,"Want a snappy sports sedan with advanced technology, exquisite fit and finish and the peace of mind of known reliability? Visit your Lexus dealer and take a look at the 2014 GS 350."
Lexus,GS,2013,The new look and more sharply honed character finally makes the 2013 GS the kind of first-rate luxury-sport sedan that it could – and should – have been from day one.
Lexus,GS,2011,"If you're looking for a sedan with room for the family and a touch of luxury with enough performance to live it up now and then, the GS line (especially the GS 460 and its V8) combines them in an elegant, reliable package."
Lexus,GS,2010,"Those demanding a vehicle that offers sporting character infused with loads of luxury touches will find the entire GS family, but particularly the V8-powered GS 460, more than capable of satisfying their multi-dimensional appetites."
Lexus,GS,2009,"If you love everything about the comfort, quality and prestige of owning a Lexus but want to go the extra mile when it comes to performance, technology and environmental awareness, the GS 450h is for you."
Lexus,GS,2008,"Those demanding a vehicle that offers sporting character infused with loads of luxury touches will find the entire GS family, but particularly the new GS 460, more than capable of satisfying their multi-dimensional appetites."
Lexus,GS,2007,"For anyone torn between the performance of a European sport sedan and the unmatched attention to detail of a Lexus, choosing the GS won't require a coin flip."
Lexus,GS,2006,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,2005,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,2004,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,2003,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,2002,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,2001,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,2000,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,1999,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,1998,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,1997,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,1996,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,1995,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,1994,"See how style, options and other factors can impact pricing in your area."
Lexus,GS,1993,"See how style, options and other factors can impact pricing in your area."
Lexus,IS,2020,Get Kelley Blue Book® Pricing
Lexus,IS,2019,"Do you believe (quite reasonably) that an expensive car should be as reliable as it is luxurious? The 2019 Lexus IS will not disappoint. In general, Lexus dealers also have great reputations."
Lexus,IS,2018,"The Lexus IS delivers the speed, handling, comfort and luxury expected of a premium European brand, but with the kind of reliability and resale history for which Lexus is famous. Expressive styling sets the IS apart from most in this class."
Lexus,IS,2017,"…you want a luxury-sports sedan with striking looks, great driving and nearly flawless reliability. You also haven't been brainwashed into thinking a car must come from Europe to be fun to drive."
Lexus,IS,2016,"You’ve reached a point where you can drive what you want and don’t care what others think. What you want is a luxury sedan with striking looks, great driving and flawless quality. You’re a competent driver. You shop around. You choose the Lexus IS. You’re very happy with your decision."
Lexus,IS,2015,"If you're looking for an entry-level luxury sedan, but want something with dynamically out-there styling to back up its driving characteristics, you can't do better than the 2015 Lexus IS sedan. Yeah, we just said a Lexus is the most visually striking sedan in its class. How times change."
Lexus,IS,2014,"Opting for the most visually appealing vehicle in a particular segment can sometimes mean settling for less when it comes to long-term reliability and value. Not so with the 2014 Lexus IS, as it blends eye-catching style and luxurious interior treatments with one of the most enjoyable ownership experiences in the industry."
Lexus,IS,2013,"If you appreciate the aggressive styling of contemporary sports cars, but crave the refinement and comfort of a luxury sedan, the 2013 Lexus IS is tough to beat. It may lack the athleticism of a BMW 3 Series and trail the Mercedes-Benz C Class in terms of prestige, but the Lexus IS remains a well-rounded performer with exceptional reliability and value."
Lexus,IS,2012,"If, in a sport sedan, you find a level of refinement fully appropriate to your transportation mission, the 
2012 Lexus IS 250 or IS 350 delivers that refinement in spades. It may lack the ferocity of a 
BMW 3 Series (unless opting for the IS F), and falls short of the 
Audi A4 in high-tech cool but the Lexus goes about its business both quickly and oh-so-capably, and can do so long after its warranty has expired."
Lexus,IS,2011,"If you're stuck on Lexus' quality, sales experience and resale value, but you find some of their offerings a bit tame, test drive a 2011 Lexus IS 250 or 2011 Lexus IS 350. The sharp styling, impressive handling and potent engine choices may change your mind."
Lexus,IS,2010,"You might like the 2010 Lexus IS C if you're in the market for a sporty, luxurious convertible. Along with open-air fun, the IS C provides much of the refinement, security and style of a coupe, thanks to its retractable metal roof."
Lexus,IS,2009,"Sporty handling, an engaging personality and multiple powertrain and packaging configurations make the 
2009 Lexus IS well worth considering by anyone who believes that small is beautiful and that a car is much more than a mere transportation appliance."
Lexus,IS,2008,"Sporty handling, an engaging personality and multiple powertrain and packaging configurations make the 
Lexus IS well worth considering by anyone who believes that small is beautiful and that a car is much more than a mere transportation appliance."
Lexus,IS,2007,"If you consider your car as not just a transportation appliance but, instead, as a piece of sporting equipment, you'll feel right at home behind the wheel of the IS 250 or IS 350. An added benefit - you won't see clones of your car on every street corner."
Lexus,IS,2006,"See how style, options and other factors can impact pricing in your area."
Lexus,IS,2005,"See how style, options and other factors can impact pricing in your area."
Lexus,IS,2004,"See how style, options and other factors can impact pricing in your area."
Lexus,IS,2003,"See how style, options and other factors can impact pricing in your area."
Lexus,IS,2002,"See how style, options and other factors can impact pricing in your area."
Lexus,IS,2001,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,2020,Get Kelley Blue Book® Pricing
Lexus,LS,2019,"If under-cushioned is worse than understeer, if cosseting is more important than cornering, if status symbol is preferred over quick and nimble, then the 2019 Lexus LS could be your dream car."
Lexus,LS,2018,"The Lexus LS provides the elegant, upscale interior you'd expect from a luxury car and boasts enviable build quality and resale value. Smooth ride, impressive power and Lexus levels of comfort continue to be LS mainstays. New styling finally gives the LS the looks that make it stand out."
Lexus,LS,2017,"If you’re the type who cares less for what impresses others and more about what impresses you, the 2017 Lexus LS luxury sedan is an easy choice. The LS’s resume includes impeccable luxury, world-class build quality, impressive power and handling and, come trade-in time, an unbeatable return on your investment."
Lexus,LS,2016,"Maybe you’re one of those that others describe as “picky,” and you don’t care; you want a relentlessly impeccable luxury sedan and a value in the bargain. With the 2016 Lexus LS you’ve found it, an uncompromising high-end automotive experience with reliability and resale value. After all, it’s your money."
Lexus,LS,2015,"The 2015 Lexus LS combines the seemingly incompatible goals of offering first-class luxury at a relative value. It delivers the dignified indulgence expected of a full-size luxury sedan with plentiful features, but with relatively low cost of ownership and excellent reliability."
Lexus,LS,2014,"The 2014 LS delivers the dignified indulgence expected of a full-size luxury sedan while carrying on the traditional Lexus brand pillars of quality, reliability and value."
Lexus,LS,2013,"It could be argued that the 2013 Lexus LS is the most boldly-styled full-size 
luxury car on the market. Don't let the edgy look fool you; the LS still delivers the supple ride, comfortable interior and reliability Lexus buyers demand."
Lexus,LS,2012,"Any of the LS variants is built with a comfort bias, which isn't a bad thing in a luxury sedan. And if – in making an investment north of $70,000 – you care to hold onto it past the payment period, there's a lot to be said for older Japanese vis-à-vis older German. Lexus holds its high resale value, in part, because of better long-term reliability."
Lexus,LS,2011,"While some luxury offerings, such as the 
Audi A8 and BMW 760i, tilt more toward the sport end of the luxury spectrum, the LS 460 and LS 460 L are built with your comfort in mind first. If you're looking for a slightly softer ride that still offers plenty of power, this is the car."
Lexus,LS,2010,"If you're looking for a world-class luxury sedan that bristles with technology and delivers a smooth, quiet, comfortable, safe and reliable ride, the 
2010 Lexus LS 460 should be on your must-drive list. If you have a chauffeur or just want to further pamper your rear-seat passengers, you'll be better served by the even-more spacious and opulently-appointed LS 460 L."
Lexus,LS,2009,"If you're looking for a world-class luxury sedan that bristles with technology and delivers a smooth, quiet, comfortable, safe and reliable ride, the 
2009 Lexus LS 460 should be on your must-drive list. If you have a chauffeur or just want to further pamper your rear-seat passengers, you'll be better served by the even-more spacious and opulently-appointed LS 460 L."
Lexus,LS,2008,"Technology lovers may fall hard for the 
2008 Lexus LS 600h L, which has just about every electronic helper imaginable, either standard or as an option. Folks with fat wallets who value smooth and effortless driving, but prefer their luxuries accompanied by a taste of environmental friendliness, may lean toward this big 
sedan.
"
Lexus,LS,2007,"If you're looking for a world-class luxury sedan that bristles with technology and delivers a smooth, quiet, comfortable, safe and reliable ride, the LS 460 should be on your must-drive list. If you have a chauffeur or just want to further pamper your rear-seat passengers, you'll be better served by the even-more spacious and opulently-appointed LS 460 L."
Lexus,LS,2006,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,2005,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,2004,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,2003,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,2002,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,2001,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,2000,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,1999,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,1998,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,1997,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,1996,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,1995,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,1994,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,1993,"See how style, options and other factors can impact pricing in your area."
Lexus,LS,1992,"See how style, options and other factors can impact pricing in your area."
Lexus,GX,2020,Get Kelley Blue Book® Pricing
Lexus,GX,2019,"If your luxury SUV also has to be a rugged and capable weekend warrior, the 2019 Lexus GX 460 is one of a handful of choices, although few come with the GX’s legendary reliability and resale figures."
Lexus,GX,2018,"If you need your luxury SUV to be as capable off-road as on, a 2018 Lexus GX 460 has the credentials you’ve been looking for. Loaded with Lexus’ best features, the GX knows how to pamper its passengers even when it’s getting down and dirty."
Lexus,GX,2017,"If you need the towing, hauling and off-road ability only a truck-based SUV can provide, but you’re looking for a premium brand with all the bells and whistles, Lexus’ GX 460 for 2017 certainly deserves a spot on your shopping list."
Lexus,GX,2016,"Your vehicular shopping list calls for sumptuous luxury and the capability to go anywhere you doggone well please, all while carrying up to seven people in comfort or pulling a trailer. That means your shopping list is short. It also means the GX 460 is on it."
Lexus,GX,2015,"If you want to crawl over rocks, scale treacherous slopes and tow heavy loads in your 3-row luxury SUV – or at least give the impression you do – nothing outside a 
Land Rover LR4 will do it better in the $50,000-$60,000 price range. Moreover, the Lexus has excellent resale value."
Lexus,GX,2014,"If exceptional off-road capability, a host of standard features including 4-wheel-drive (4WD), and superb value-for-dollar are paramount in your next luxury SUV purchase, the 2014 Lexus GX could be the one. However, we strongly suggest back-to-back test drives of the GX and its closest competitors on rough pavement."
Lexus,GX,2013,"If you need an SUV capable of tackling the roughest terrain, but yearn for a luxurious cabin outfitted with upscale amenities and versatile seating, the 2013 Lexus GX 460 will meet your demands. And value-driven consumers will appreciate the GX's exceptional build quality and strong resale value.
"
Lexus,GX,2012,"If you need an SUV capable of tackling the roughest terrain, but yearn for a luxurious cabin outfitted with upscale amenities and versatile seating, the 2012 Lexus GX 460 will meet your unique demands. Additionally, the GX’s exceptional build quality and strong resale value make it a smart choice for value-driven consumers."
Lexus,GX,2011,"See how style, options and other factors can impact pricing in your area."
Lexus,GX,2010,"See how style, options and other factors can impact pricing in your area."
Lexus,GX,2009,"When luxury, comfort and loads of technology mean just as much as spirited performance and go-almost-anywhere capability, the 
2009 Lexus GX 470 deserves prime consideration as your possible next SUV."
Lexus,GX,2008,"When luxury, comfort and loads of technology mean just as much as spirited performance and go-almost-anywhere capability, the GX 470 deserves prime consideration as your possible next SUV."
Lexus,GX,2007,"If you're looking for an eight-passenger luxury 
SUV with V8 power and loads of electronic goodies, but you don't want a gargantuan hunk of steel in your driveway, the GX 470 is really quite appealing."
Lexus,GX,2006,"See how style, options and other factors can impact pricing in your area."
Lexus,GX,2005,"See how style, options and other factors can impact pricing in your area."
Lexus,GX,2004,"See how style, options and other factors can impact pricing in your area."
Lexus,GX,2003,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,2020,Get Kelley Blue Book® Pricing
Lexus,LX,2019,"If you’re in the market for a luxurious 2- or 3-row SUV that’s built to tackle tough terrain, the 2019 Lexus LX 570 is calling your name. Backed, of course, by its legendary reputation for quality and reliability."
Lexus,LX,2018,"If you’re looking for a high-end, 3-row luxury SUV that isn’t afraid to tackle nasty off-road situations and come out none the worse for wear, the 2018 Lexus LX 570 might be exactly what you’re looking for. The LX’s impeccable reputation for quality and reliability also doesn’t hurt."
Lexus,LX,2017,"If you want a 3-row luxury SUV that can tame any road -- or create its own -- yet look just as at home in the valet line, the Lexus LX 570 will get you there and back. A sterling history of reliability and strong resale value are also alluring."
Lexus,LX,2016,"If you want to have a full-size luxury SUV that will turn heads and deliver you in style to wherever you need to go, but still want serious off-road capability in case of a zombie apocalypse, look no further than the 2016 Lexus LX 570."
Lexus,LX,2015,"Looking for a full-size luxury SUV that can still do what the first SUVs were originally designed to do? Look no further than the 
2015 Lexus LX 570."
Lexus,LX,2014,"If you’re looking for a big, capable luxury SUV that is also legendary for its reliability and longevity, the 2014 Lexus LX 570 tops a very short list."
Lexus,LX,2013,"If you want a big SUV that can tame the wilds yet still get you to the opera on time, the 
Lexus LX will fit the bill. The LX also has a sterling history of reliability and high resale value."
